 Transaction No ,date,Product Number,product_name ,Price($),Qty,Customer No, Country
559693,1562803200000000000,20685,doormat red retrospot,18.75,2.0,17693.0,United Kingdom
546742,2019-03-16,22084,Paper Chain Kit Empire!!,13.27 EUR,4.0,12849.0,UK
540185,"January 05, 2019",22193,RED DINER WALL CLOCK,18.96,ten,14653.0,GB
572465,24-Oct-2019,48188,Doormat Welcome Puppies ,18.71 EUR,2.0,14474.0,GB
574074,11/2/2019,23393,HOME SWEET HOME CUSHION COVER,21.31,ten,17074.0,U.K.
560433,18-Jul-2019,21578,WOODLAND DESIGN COTTON TOTE BAG,11.92,2.0,15433.0,England
561876,"July 31, 2019",22637,piggy bank retrospot,£12.86,4.0,14472.0,United Kingdom
545705,3/7/2019,22727,alarm clock bakelike red,14.09,4.0,15554.0,England
578140,"November 23, 2019",22993,Set Of 4 Pantry Jelly Moulds##,-6.19,72.0,14646.0,Netherlands
578944,27-Nov-2019,23202,Jumbo Bag Vintage Leaf???,free,1.0,16005.0,UK
581219,"December 08, 2019",85169B,Black Love Bird Candle##,7.24,2.0,16219.0,England
557474,"June 20, 2019",21672,WHITE SPOT RED CERAMIC DRAWER KNOB,£11.53,48.0,12432.0,Gr8 Britain
572068,20-Oct-2019,22621,Traditional Knitting Nancy!!,11.94,12.0,13159.0,England
578347,2019-11-24,22571,Rocking Horse Red Christmas ,£6.19,1.0,12347.0,Iceland
555367,02-Jun-2019,46000S,Polyester Filler Pad 40x40cm##,11.74,ten,17900.0,united kingdom
562558,2019-08-05,21499,blue polkadot wrap,free,25.0,13451.0,GB
576274,"November 14, 2019",22026,banquet birthday card,free,12.0,17793.0,GB
562158,8/3/2019,23209,LUNCH BAG VINTAGE DOILY,$5.97,3.0,15039.0,United Kingdom
536404,2018-12-01,21975,Pack Of 60 Dinosaur Cake Cases!!,10.81 EUR,N/A,16218.0,Gr8 Britain
569898,1570320000000000000,21932,scandinavian paisley picnic bag,11.94 EUR,N/A,13898.0,UK
568719,2019-09-28,23295,Set Of 12 Mini Loaf Baking Cases✨,£12.77,ten,13719.0,England
550471,18-Apr-2019,90013C,GREEN VINTAGE EARRINGS,14.5,ten,13471.0,UK
577725,11/21/2019,22325,Mobile Vintage Hearts✨,15.32,ten,14607.0,U.K.
536523,"December 01, 2018",22149,Feltcraft 6 Flower Friends✨,$12.4,6.0,12868.0,UK
570009,10/7/2019,23353,6 Gift Tags Vintage Christmas##,$11.1,24.0,14138.0,united kingdom
,,,,,,,
552166,06-May-2019,20718,RED RETROSPOT SHOPPER BAG,11.53,10.0,13475.0,UK
567670,"September 21, 2019",85053,FRENCH ENAMEL CANDLEHOLDER,14.48,2.0,12670.0,France
539453,12/17/2018,90214G,"letter ""g"" bling key ring",11.12 EUR,1.0,14453.0,England
568346,9/26/2019,22598,Christmas Musical Zinc Tree???,11.92,ten,14096.0,Gr8 Britain
574678,11/6/2019,22809,Set Of 6 T-Lights Santa##,13.27,N/A,13365.0,UK
558614,30-Jun-2019,20997,Rose Du Sud Cushion Cover???,16.18,N/A,14614.0,GB
537240,12/6/2018,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,free,1.0,16240.0,U.K.
543770,"February 11, 2019",20718,Red Retrospot Shopper Bag@@,£11.53,N/A,13875.0,UK
559009,"July 05, 2019",22324,Blue Polkadot Kids Bag✨,$12.25,6.0,15549.0,United Kingdom
539213,2018-12-16,22501,picnic basket wicker large,20.45,2.0,12877.0,United Kingdom
580983,"December 06, 2019",22301,coffee mug cat + bird design,6.19 EUR,1.0,16983.0,united kingdom
C542426,"January 28, 2019",22853,Cat Bowl Vintage Cream!!,13.58,-6.0,14146.0,Gr8 Britain
580889,06-Dec-2019,23542,wall art 70's alphabet,6.19,1.0,14071.0,Gr8 Britain
546242,1552176000000000000,20972,PINK CREAM FELT CRAFT TRINKET BOX,$11.53,24.0,16743.0,United Kingdom
568686,"September 28, 2019",22993,Set Of 4 Pantry Jelly Moulds ,11.53 EUR,4.0,16115.0,GB
552013,"May 05, 2019",22435,set of 9 heart shaped balloons,£11.53,ten,12451.0,Switzerland
550542,19-Apr-2019,22670,French Wc Sign Blue Metal✨,12.77 EUR,1.0,12542.0,united kingdom
563613,"August 18, 2019",23307,Set Of 60 Pantry Design Cake Cases@@,10.81 EUR,24.0,12688.0,Israel
545399,"March 02, 2019",84050,Pink Heart Shape Egg Frying Pan@@,11.94,N/A,14934.0,Channel Islands
560873,7/21/2019,23301,gardeners kneeling pad keep calm,11.74,ten,13881.0,GB
571030,1570924800000000000,23176,Abc Treasure Book Box✨,£12.56,8.0,12876.0,Belgium
541219,2019-01-14,90116,Fruit Salad Bag Charm???,12.77,1.0,13219.0,Gr8 Britain
572058,20-Oct-2019,85036A,Gardenia 1 Wick Morris Boxed Candle!!,11.53,4.0,18252.0,England
538836,14-Dec-2018,22112,CHOCOLATE HOT WATER BOTTLE,free,ten,12748.0,united kingdom
544089,15-Feb-2019,35095B,red victorian fabric oval box,11.1,2.0,17089.0,UK
572772,"October 26, 2019",20668,Disco Ball Christmas Decoration ,10.35,288.0,17511.0,UK
550495,4/18/2019,22499,WOODEN UNION JACK BUNTING,16.35,5.0,13769.0,Gr8 Britain
541115,"January 13, 2019",21936,Red Retrospot Picnic Bag!!,13.27,5.0,12578.0,Italy
537057,2018-12-05,22255,Felt Toadstool Small!!,11.12,5.0,15351.0,united kingdom
561584,1564272000000000000,20619,Tropical Passport Cover???,£12.4,6.0,13534.0,England
560209,15-Jul-2019,84931B,blue scottie dog w flower pattern,$12.86,2.0,15004.0,GB
567901,2019-09-22,90200B,Black Sweetheart Bracelet ,free,1.0,17901.0,Gr8 Britain
565841,"September 07, 2019",85099B,Jumbo Bag Red Retrospot ,free,N/A,12841.0,United Kingdom
558634,30-Jun-2019,23053,RECYCLED ACAPULCO MAT PINK,free,N/A,14506.0,Gr8 Britain
569229,"October 02, 2019",35961,folkart zinc heart christmas dec,11.12,4.0,14502.0,UK
578992,1574812800000000000,23321,Small White Heart Of Wicker ,6.19 EUR,N/A,13610.0,UK
?,?,?,?,?,?,?,?
539450,2018-12-17,22072,Red Retrospot Tea Cup And Saucer##,14.09,3.0,15570.0,England
574536,"November 04, 2019",22371,Airline Bag Vintage Tokyo 78✨,14.61 EUR,3.0,15707.0,Gr8 Britain
,,,,,,,
576189,1573689600000000000,22439,6 Rocket Balloons@@,10.92 EUR,N/A,14684.0,England
556513,13-Jun-2019,35004B,set of 3 black flying ducks,23.02,N/A,16513.0,GB
566787,15-Sep-2019,22456,Natural Slate Chalkboard Large@@,$20.46,ten,15787.0,U.K.
550206,4/15/2019,22089,Paper Bunting Vintage Paisley@@,14.48,ten,16206.0,Gr8 Britain
544457,1550620800000000000,20711,JUMBO BAG TOYS,6.13,N/A,14667.0,Gr8 Britain
576779,1573862400000000000,23081,Green Metal Box Army Supplies✨,18.71,2.0,14554.0,GB
537772,08-Dec-2018,22900,SET 2 TEA TOWELS I LOVE LONDON,13.27 EUR,2.0,18043.0,U.K.
574561,"November 04, 2019",23376,Pack Of 12 Vintage Christmas Tissue@@,11.1,7.0,12561.0,United Kingdom
581492,1575849600000000000,22170,Picture Frame Wood Triple Portrait@@,7.24,1.0,15492.0,GB
575938,13-Nov-2019,22113,grey heart hot water bottle,14.61,2.0,17790.0,England
563941,"August 22, 2019",20974,12 pencils small tube skull,free,ten,15738.0,United Kingdom
555488,6/3/2019,21755,LOVE BUILDING BLOCK WORD,£16.35,ten,16942.0,united kingdom
565147,"September 01, 2019",23329,Decorative Wicker Heart Large@@,free,N/A,16187.0,united kingdom
575751,1573430400000000000,23082,SET 6 PAPER TABLE LANTERN HEARTS,14.09 EUR,ten,14911.0,EIRE
568327,26-Sep-2019,23353,6 Gift Tags Vintage Christmas##,£11.1,24.0,15492.0,united kingdom
550827,1555804800000000000,22740,Polkadot Pen@@,11.12,ten,12670.0,France
564062,1566432000000000000,85066,Cream Sweetheart Mini Chest✨,$23.32,ten,17706.0,united kingdom
565670,9/6/2019,22156,heart decoration with pearls,$11.12,24.0,14944.0,England
545425,02-Mar-2019,21340,Classic Metal Birdcage Plant Holder???,$23.32,1.0,16792.0,United Kingdom
,,,,,,,
569691,05-Oct-2019,23202,Jumbo Bag Vintage Leaf@@,£6.19,ten,18223.0,UK
559497,7/8/2019,22379,Recycling Bag Retrospot ,15.33,1.0,15497.0,U.K.
549668,1554940800000000000,23009,I Love London Baby Gift Set ,27.62,ten,14668.0,Gr8 Britain
538653,1544659200000000000,21479,WHITE SKULL HOT WATER BOTTLE,13.72,24.0,13089.0,England
546891,3/17/2019,84596J,Mixed Nuts Light Green Bowl✨,11.1,ten,15891.0,England
578019,"November 22, 2019",90114,SUMMER DAISIES BAG CHARM,£12.86,N/A,17360.0,UK
575176,11/8/2019,23513,Embroidered Ribbon Reel Susie✨,$14.48,N/A,17176.0,UK
577950,"November 22, 2019",22993,Set Of 4 Pantry Jelly Moulds ,11.53,24.0,14129.0,UK
?,?,?,?,?,?,?,?
552554,2019-05-10,21902,Key Fob Front Door##,10.92 EUR,8.0,12843.0,GB
542898,1548979200000000000,21121,SET/10 RED POLKADOT PARTY CANDLES,-11.53,1.0,16110.0,GB
543713,"February 11, 2019",21329,dinosaurs writing set,13.62,2.0,15713.0,England
547963,1553731200000000000,22480,Red Tea Towel Classic Design@@,£11.53,12.0,13037.0,England
539453,17-Dec-2018,21640,Assorted Tutti Frutti Fob Notebook!!,$11.95,N/A,14453.0,united kingdom
C552406,5/9/2019,22625,Red Kitchen Scales???,£18.09,-1.0,12709.0,Germany
580611,12/5/2019,22990,cotton apron pantry design,6.19,1.0,12748.0,England
565234,9/2/2019,22679,French Blue Metal Door Sign 4???,12.77,N/A,14234.0,Gr8 Britain
557117,16-Jun-2019,21977,PACK OF 60 PINK PAISLEY CAKE CASES,free,N/A,14849.0,GB
540502,1/9/2019,82600,N0 SINGING METAL SIGN,$11.98,48.0,13183.0,United Kingdom
578147,"November 23, 2019",20769,Daisy Journal!!,free,N/A,12748.0,UK
580865,2019-12-06,21892,Traditional Wooden Catch Cup Game!!,free,N/A,17914.0,United Kingdom
545333,"March 01, 2019",15034,paper pocket traveling fan,$11.1,3.0,17333.0,Gr8 Britain
566607,1568332800000000000,21381,Mini Wooden Happy Birthday Garland???,free,N/A,13032.0,GB
572662,"October 25, 2019",22909,Set Of 20 Vintage Christmas Napkins##,free,3.0,15443.0,GB
541567,"January 19, 2019",21137,Black Record Cover Frame???,14.09 EUR,4.0,12681.0,France
559817,7/12/2019,21199,Pink Heart Confetti In Tube✨,11.1 EUR,4.0,14817.0,United Kingdom
558240,27-Jun-2019,22775,Purple Drawerknob Acrylic Edwardian@@,12.77 EUR,ten,12240.0,GB
557667,"June 22, 2019",23084,Rabbit Night Light ,12.08,24.0,15606.0,United Kingdom
543985,2019-02-15,21907,I'm On Holiday Metal Sign##,14.48,1.0,15985.0,U.K.
556303,2019-06-10,21625,Vintage Union Jack Apron@@,17.37 EUR,3.0,17064.0,England
538200,2018-12-10,21974,Set Of 36 Paisley Flower Doilies ,11.74,ten,17912.0,UK
562944,2019-08-11,20725,Lunch Bag Red Retrospot✨,5.97,N/A,13985.0,UK
538636,2018-12-13,22694,Wicker Star##,12.4 EUR,6.0,14639.0,United Kingdom
574475,"November 04, 2019",21495,Skulls And Crossbones Wrap✨,$10.68,25.0,14132.0,GB
573383,10/30/2019,84879,Assorted Colour Bird Ornament ,11.98,24.0,17447.0,Gr8 Britain
571883,2019-10-19,22154,Angel Decoration 3 Buttons!!,free,9.0,14704.0,United Kingdom
537441,2018-12-06,22910,Paper Chain Kit Vintage Christmas ,13.27,3.0,13564.0,GB
567171,2019-09-18,85099B,Jumbo Bag Red Retrospot ,6.04 EUR,100.0,17677.0,united kingdom
573387,2019-10-30,23266,SET OF 3 WOODEN STOCKING DECORATION,$11.53,ten,15054.0,united kingdom
550121,1555200000000000000,22148,easter craft 4 chicks,12.25,ten,15271.0,united kingdom
560415,2019-07-18,23240,Set Of 4 Knick Knack Tins Doily##,14.5,ten,15152.0,united kingdom
553162,"May 13, 2019",22697,Green Regency Teacup And Saucer##,16.18,1.0,16162.0,Gr8 Britain
579399,2019-11-29,84031B,Charlie Lola Blue Hot Water Bottle!!,$6.19,N/A,13137.0,Gr8 Britain
562341,2019-08-04,23203,Jumbo Bag Vintage Doily@@,6.19 EUR,3.0,15005.0,United Kingdom
565617,05-Sep-2019,22609,pens assorted spaceball,11.92,ten,12617.0,France
548013,3/29/2019,22900,Set 2 Tea Towels I Love London!!,£13.27,6.0,17874.0,United Kingdom
566849,15-Sep-2019,22189,Cream Heart Card Holder???,14.3 EUR,4.0,16341.0,England
553767,19-May-2019,47566B,Tea Time Party Bunting!!,free,6.0,17767.0,UK
537154,12/5/2018,22746,Poppy's Playhouse Livingroom##,£12.4,ten,15808.0,UK
552544,5/10/2019,22898,childrens apron apples design,12.25,8.0,13320.0,Gr8 Britain
567671,2019-09-21,22682,French Blue Metal Door Sign 7 ,12.77,1.0,12671.0,United Kingdom
573585,1572480000000000000,22907,pack of 20 napkins pantry design,11.92,3.0,14585.0,GB
537646,2018-12-07,79321,Chilli Lights✨,15.32,1.0,17591.0,U.K.
566576,2019-09-13,22386,Jumbo Bag Pink Polkadot ,6.04 EUR,100.0,13098.0,United Kingdom
562444,04-Aug-2019,82484,wood black board ant white finish,free,N/A,14713.0,United Kingdom
C574137,"November 03, 2019",23075,Parlour Ceramic Wall Hook##,14.5,-10.0,14505.0,GB
559338,"July 07, 2019",22435,Set Of 9 Heart Shaped Balloons✨,12.77 EUR,N/A,13338.0,England
576617,"November 15, 2019",71459,Hanging Jam Jar T-Light Holders✨,11.95,8.0,16617.0,U.K.
565579,"September 05, 2019",85099B,jumbo bag red retrospot,6.19,ten,18283.0,united kingdom
544186,16-Feb-2019,22167,oval wall mirror diamante,$18.75,1.0,15186.0,Gr8 Britain
547568,3/24/2019,22199,FRYING PAN RED RETROSPOT,14.61,4.0,13341.0,U.K.
550474,"April 18, 2019",22424,Enamel Bread Bin Cream???,35.83 EUR,1.0,15474.0,UK
536799,1543708800000000000,22386,jumbo bag pink polkadot,6.13,ten,17228.0,United Kingdom
560120,7/15/2019,21123,SET/10 IVORY POLKADOT PARTY CANDLES,$11.53,ten,14907.0,England
568900,2019-09-29,22271,Feltcraft Doll Rosie!!,$13.27,ten,13647.0,Gr8 Britain
?,?,?,?,?,?,?,?
568166,9/25/2019,23367,SET 12 COLOUR PENCILS SPACEBOY,free,4.0,14800.0,UK
536804,12/2/2018,22798,Antique Glass Dressing Table Pot!!,free,2.0,14031.0,Gr8 Britain
567167,"September 18, 2019",84596F,Small Marshmallows Pink Bowl✨,£10.68,24.0,15547.0,U.K.
545215,1551312000000000000,90158,St Tropez Necklace✨,15.35 EUR,N/A,16215.0,England
537237,2018-12-06,21112,Swiss Roll Towel Pink Spots!!,$16.31,1.0,12237.0,U.K.
,,,,,,,
550512,2019-04-18,20796,Small Blue Provencal Ceramic Ball???,11.94,3.0,18069.0,Gr8 Britain
537762,"December 08, 2018",84970S,HANGING HEART ZINC T-LIGHT HOLDER,11.12,12.0,16558.0,united kingdom
,,,,,,,
539736,12/21/2018,21894,potting shed seed envelopes,-12.82,1.0,15736.0,United Kingdom
?,?,?,?,?,?,?,?
561118,7/25/2019,85066,CREAM SWEETHEART MINI CHEST,23.32,ten,15781.0,U.K.
,,,,,,,
580720,"December 05, 2019",23695,DOILY THANK YOU CARD,free,-12,14629.0,U.K.
544390,"February 18, 2019",21459,YELLOW EASTER EGG HUNT START POST,£12.25,ten,14911.0,EIRE
544691,"February 23, 2019",22778,Glass Cloche Small✨,£14.3,4.0,13804.0,U.K.
559360,"July 07, 2019",20763,Daisy Sketchbook ,14.09,2.0,14657.0,England
564838,30-Aug-2019,22608,pens assorted funky jeweled,10.68 EUR,6.0,16838.0,UK
539492,2018-12-20,84836,Zinc Metal Heart Decoration✨,£12.82,1.0,16492.0,Gr8 Britain
564562,1566777600000000000,22356,CHARLOTTE BAG PINK POLKADOT,£11.12,N/A,15203.0,United Kingdom
557962,2019-06-24,22679,french blue metal door sign 4,11.53,10.0,13709.0,UK
569670,"October 05, 2019",23012,Glass Apothecary Bottle Perfume@@,free,1.0,14730.0,England
573375,1572393600000000000,22332,Skulls Party Bag + Sticker Set##,11.94,N/A,15521.0,GB
543309,2/7/2019,20751,Funky Washing Up Gloves Assorted ,free,1.0,18118.0,UK
567668,2019-09-21,85039A,set/4 red mini rose candle in bowl,11.92,1.0,14668.0,U.K.
581219,"December 08, 2019",22361,Glass Jar Daisy Fresh Cotton Wool@@,free,2.0,16219.0,U.K.
,,,,,,,
569372,1570060800000000000,22865,Hand Warmer Owl Design!!,14.48,1.0,15372.0,U.K.
576076,2019-11-13,22809,set of 6 t-lights santa,13.27,1.0,14382.0,England
549943,1555113600000000000,22423,Regency Cakestand 3 Tier##,$23.32,ten,13544.0,united kingdom
580694,05-Dec-2019,22577,wooden heart christmas scandinavian,6.13,24.0,16600.0,Gr8 Britain
579536,30-Nov-2019,22508,DOORSTOP RETROSPOT HEART,6.19,4.0,12957.0,UK
544073,15-Feb-2019,22748,Poppy's Playhouse Kitchen✨,12.15,60.0,14935.0,Channel Islands
546654,15-Mar-2019,22433,WATERING CAN GREEN DINOSAUR,free,N/A,15654.0,United Kingdom
540178,05-Jan-2019,21706,folding umbrella red/white polkadot,15.32,4.0,12681.0,France
551134,1556236800000000000,84836,Zinc Metal Heart Decoration!!,11.53,12.0,16729.0,United Kingdom
572066,2019-10-20,22083,paper chain kit retrospot,13.27,ten,15159.0,Gr8 Britain
,,,,,,,
550462,18-Apr-2019,85123A,Cream Hanging Heart T-Light Holder✨,$13.27,ten,16458.0,U.K.
550157,4/14/2019,23206,lunch bag apple design,free,6.0,16393.0,GB
575851,2019-11-11,23318,box of 6 mini vintage crackers,free,N/A,14662.0,England
,,,,,,,
549572,10-Apr-2019,22865,Hand Warmer Owl Design???,12.4,N/A,17757.0,United Kingdom
569848,1570320000000000000,71459,Hanging Jam Jar T-Light Holders!!,$11.12,12.0,16316.0,Gr8 Britain
554756,26-May-2019,84821,danish rose deluxe coaster,11.12,12.0,16837.0,U.K.
568938,29-Sep-2019,22563,happy stencil craft,11.53,2.0,17220.0,Gr8 Britain
569650,"October 05, 2019",22544,mini jigsaw spaceboy,free,240.0,12415.0,Australia
552542,2019-05-10,85132B,Charlie And Lola Table Tins!!,£12.25,12.0,16841.0,United Kingdom
565406,9/4/2019,22041,"Record Frame 7"" Single Size???",free,N/A,13804.0,GB
561214,7/25/2019,20837,FRENCH FLORAL CUSHION COVER,free,ten,14214.0,GB
566936,15-Sep-2019,21523,Doormat Fancy Font Home Sweet Home!!,14.94,ten,18102.0,United Kingdom
567180,1568764800000000000,21329,Dinosaurs Writing Set ,11.94,3.0,17802.0,Gr8 Britain
562024,1564617600000000000,84568,Girls Alphabet Iron On Patches!!,10.68,N/A,13024.0,U.K.
556781,6/14/2019,23209,Lunch Bag Vintage Doily???,5.97,20.0,13384.0,GB
540473,1546819200000000000,21830,Assorted Creepy Crawlies##,10.68,N/A,17284.0,England
558240,1561593600000000000,47480,Hanging Photo Clip Rope Ladder???,£13.62,N/A,12240.0,Gr8 Britain
548711,03-Apr-2019,21163,do not touch my stuff door hanger,11.74,N/A,18116.0,United Kingdom
577599,"November 21, 2019",22090,Paper Bunting Retrospot???,13.27 EUR,ten,15738.0,UK
562263,8/3/2019,84971S,Small Heart Flowers Hook!!,free,5.0,17514.0,U.K.
578304,1574467200000000000,21733,Red Hanging Heart T-Light Holder ,£7.24,ten,13831.0,U.K.
547721,"March 25, 2019",22907,Pack Of 20 Napkins Pantry Design???,11.12,12.0,13000.0,Gr8 Britain
570448,2019-10-10,20725,Lunch Bag Red Retrospot???,$5.97,10.0,13224.0,U.K.
547358,3/22/2019,22808,SET OF 6 T-LIGHTS EASTER CHICKS,13.27,6.0,15998.0,UK
575692,11/10/2019,21439,Basket Of Toadstools@@,11.53 EUR,ten,12508.0,Gr8 Britain
541417,1/17/2019,84992,72 Sweetheart Fairy Cake Cases!!,free,4.0,16033.0,United Kingdom
571716,"October 18, 2019",22653,Button Box✨,£11.92,9.0,12716.0,France
567530,"September 21, 2019",22629,SPACEBOY LUNCH BOX,12.25,N/A,12390.0,Belgium
564056,2019-08-22,47566,party bunting,15.32 EUR,3.0,14387.0,United Kingdom
562721,8/8/2019,22918,Herb Marker Parsley???,10.92 EUR,24.0,15985.0,united kingdom
580644,12/5/2019,85048,15cm christmas glass ball 20 lights,6.19 EUR,ten,16904.0,Gr8 Britain
,,,,,,,
539185,1544918400000000000,22382,Lunch Bag Spaceboy Design✨,$5.97,N/A,16470.0,England
558614,30-Jun-2019,22371,Airline Bag Vintage Tokyo 78✨,14.48,3.0,14614.0,UK
566092,2019-09-09,16169M,wrap daisy carpet,10.68,25.0,13823.0,England
571508,17-Oct-2019,85039B,S/4 Ivory Mini Rose Candle In Bowl???,11.92,ten,17508.0,England
572103,2019-10-20,21131,Gold Standing Gnome!!,14.61 EUR,1.0,17571.0,united kingdom
542434,28-Jan-2019,22420,LIPSTICK PEN BABY PINK,10.68,N/A,16755.0,UK
544302,"February 17, 2019",22433,WATERING CAN GREEN DINOSAUR,free,N/A,12654.0,Germany
569687,10/5/2019,22111,Scottie Dog Hot Water Bottle???,free,3.0,13709.0,United Kingdom
537237,12/6/2018,21777,RECIPE BOX WITH METAL HEART,free,1.0,12237.0,UK
573572,2019-10-31,71053,White Moroccan Metal Lantern##,14.09,6.0,14527.0,Gr8 Britain
552469,09-May-2019,22077,6 RIBBONS RUSTIC CHARM,11.94,N/A,12867.0,England
566818,1568505600000000000,23360,Set 8 Candles Vintage Doily##,12.25,N/A,13104.0,Gr8 Britain
561917,1564617600000000000,22386,Jumbo Bag Pink Polkadot@@,$6.19,3.0,16904.0,England
559887,13-Jul-2019,82494L,wooden frame antique white,$13.27,N/A,13263.0,UK
553197,2019-05-15,22170,Picture Frame Wood Triple Portrait ,17.17,ten,17263.0,united kingdom
559523,7/8/2019,21879,Hearts Gift Tape##,$10.92,1.0,13955.0,Gr8 Britain
556916,1560556800000000000,22197,POPCORN HOLDER,$11.12,3.0,16898.0,United Kingdom
545991,2019-03-08,82486,3 Drawer Antique White Wood Cabinet✨,$19.42,2.0,15311.0,GB
575875,11-Nov-2019,21240,Blue Polkadot Cup##,11.92,1.0,15875.0,GB
540995,1/13/2019,21628,TRIANGULAR POUFFE VINTAGE,40.15,1.0,16995.0,UK
574471,11/4/2019,35970,Zinc Folkart Sleigh Bells@@,11.98,12.0,17677.0,UK
550499,2019-04-18,23077,Doughnut Lip Gloss???,free,N/A,13499.0,England
542608,30-Jan-2019,21872,glamorous mug,free,ten,16770.0,GB
551054,1556236800000000000,23050,Recycled Acapulco Mat Green!!,18.71,2.0,12429.0,Denmark
565234,02-Sep-2019,22585,Pack Of 6 Birdy Gift Tags!!,£12.77,1.0,14234.0,GB
541811,1548028800000000000,21181,Please One Person Metal Sign@@,14.48,ten,15811.0,Gr8 Britain
579777,1575072000000000000,21791,Vintage Heads And Tails Card Game???,6.19,3.0,13777.0,united kingdom
580304,02-Dec-2019,23319,Box Of 6 Mini 50'S Crackers???,6.19,4.0,18055.0,United Kingdom
564536,25-Aug-2019,22650,ceramic pirate chest money bank,11.74,4.0,13159.0,Gr8 Britain
570818,1570838400000000000,23426,Metal Sign Drop Your Pants@@,13.21 EUR,1.0,17841.0,Gr8 Britain
553549,"May 17, 2019",22678,French Blue Metal Door Sign 3@@,$12.77,ten,17549.0,England
573904,2019-11-01,23553,Landmark Frame Camden Town!!,free,ten,14505.0,United Kingdom
579167,1574899200000000000,23263,Set Of 3 Wooden Heart Decorations@@,£6.19,3.0,16800.0,UK
561515,2019-07-27,23285,Pink Vintage Spot Beaker!!,11.92,ten,15515.0,U.K.
577493,1574208000000000000,23581,Jumbo Bag Paisley Park##,6.19,6.0,17323.0,GB
577029,2019-11-17,84692,Box Of 24 Cocktail Parasols ,10.68 EUR,ten,15563.0,united kingdom
?,?,?,?,?,?,?,?
563193,12-Aug-2019,22348,tea bag plate red retrospot,11.92,N/A,14193.0,United Kingdom
553235,2019-05-16,23231,Wrap Vintage Doily✨,10.68,25.0,13018.0,England
553013,2019-05-12,21246,Red Retrospot Big Bowl##,free,N/A,17013.0,England
564758,8/30/2019,23202,JUMBO BAG VINTAGE LEAF,7.24,1.0,15758.0,UK
578065,1574380800000000000,22030,Swallows Greeting Card!!,£11.1,1.0,15065.0,UK
576840,11/16/2019,22549,PICTURE DOMINOES,13.62,3.0,14840.0,U.K.
572062,20-Oct-2019,23456,Medium Parlour Picture Frame ,14.5,4.0,16177.0,U.K.
570488,10/10/2019,23171,Regency Tea Plate Green ,13.62,N/A,14096.0,United Kingdom
