TransactionNo,Date,Product_Number,Product_Name,Price,Quantity,CustomerNo,Country,Currency
T539436,2018-12-17,22574,"Heart wooden christmas decoration",11,10,16436,"United Kingdom",GBP
T539436,2018-12-17,90165,"White rosebud pearl earrings",12,1,16436,"United Kingdom",GBP
T539436,2018-12-16,22961,"Jam making set printed",13,10,16436,"United Kingdom",GBP
T539436,2018-12-16,85174,"S4 cacti candles",21,NULL,16436,"United Kingdom",GBP
T539436,2018-12-17,21014,"Swiss chalet tree decoration",11,1,16436,"United Kingdom",GBP
T539437,2018-12-17,22124,"Set of 2 tea towels ping microwave",12,NULL,13437,"United Kingdom",GBP
T539437,2018-12-16,22620,"4 traditional spinning tops",12,1,13437,"United Kingdom",GBP
T539437,2018-12-17,85185,"Pink horse sock puppet kit",16,NULL,13437,"United Kingdom",GBP
T539437,2018-12-17,18094,"White and blue ceramic oil burner",12,1,13437,"United Kingdom",GBP
T539446,2018-12-17,84660,"Pink stitched wall clock",11,10,12705,Germany,EUR
T539450,2018-12-17,22072,"Red retrospot tea cup and saucer",14,3,15570,"United Kingdom",GBP
T539451,2018-12-17,21212,"Pack of 72 retrospot cake cases",11,1,13451,"United Kingdom",GBP
T539451,2018-12-17,72349,"Set6 purple butterfly tlights",14,10,13451,"United Kingdom",GBP
T539451,2018-12-17,22423,"Regency cakestand 3 tier ",0,1,13451,"United Kingdom",GBP
T539453,2018-12-17,21878,"Pack of 6 sandcastle flags assorted",11,10,14453,"United Kingdom",GBP
T539453,2018-12-17,90214,"Letter g bling key ring",11,1,14453,"United Kingdom",GBP
T539453,2018-12-16,15036,"Assorted colours silk fan",11,NULL,14453,"United Kingdom",GBP
T539453,2018-12-16,22435,"Set of 9 heart shaped balloons",12,1,14453,"United Kingdom",GBP
T539453,2018-12-17,21640,"Assorted tutti frutti fob notebook",11,NULL,14453,"United Kingdom",GBP
T539453,2018-12-17,22945,"Christmas metal tags assorted ",21,2,14453,"United Kingdom",GBP
T539457,2018-12-16,22481,"Black tea towel classic design",11,10,12457,Switzerland,CHF
T539473,2018-12-19,22189,"Cream heart card holder",14,NULL,14911,Ireland,EUR
T539475,2018-12-19,22149,"Feltcraft 6 flower friends",12,NULL,16686,"United Kingdom",GBP
T539483,2018-12-18,22725,"Alarm clock bakelike chocolate",14,NULL,17218,"United Kingdom",GBP
T539488,2018-12-20,22112,"Chocolate hot water bottle",15,10,12377,Switzerland,CHF
T539492,2018-12-20,22972,"Childrens spaceboy mug",13,1,16492,"United Kingdom",GBP
T539492,2018-12-19,21272,"Salle de bain hook",12,NULL,16492,"United Kingdom",GBP
T539492,2018-12-20,84836,"Zinc metal heart decoration",12,1,16492,"United Kingdom",GBP
T539497,2018-12-20,21484,"Chick grey hot water bottle",13,10,12944,"United Kingdom",GBP
T539502,2018-12-20,22752,"Set 7 babushka nesting boxes ",18,10,14099,"United Kingdom",GBP
T539586,2018-12-19,22223,"Cake plate lovebird pink",12,10,14298,"United Kingdom",GBP
T539595,2018-12-19,70007,"Hi tec alpine hand warmer ",13,2,15595,"United Kingdom",GBP
T539595,2018-12-19,84380,"Set of 3 butterfly cookie cutters",0,2,15595,"United Kingdom",GBP
T539595,2018-12-20,22815,"Card psychedelic apples",0,10,15595,"United Kingdom",GBP
T539595,2018-12-20,21192,"White bell honeycomb paper",13,NULL,15595,"United Kingdom",GBP
T539595,2018-12-20,22535,"Magic drawing slate bunnies",11,1,15595,"United Kingdom",GBP
T539607,2018-12-20,22303,"Coffee mug apples design",12,24,12681,France,EUR
T539647,2018-12-20,84988,"Set of 72 pink heart paper doilies ",11,10,15460,"United Kingdom",GBP
T539653,2018-12-20,21165,"Beware of the cat metal sign",11,NULL,13564,"United Kingdom",GBP
T539659,2018-12-20,22456,"Natural slate chalkboard large",14,10,15034,"United Kingdom",GBP
T539728,2018-12-21,22745,"Poppys playhouse bedroom",12,10,16270,"United Kingdom",GBP
T539735,2018-12-20,21484,"Chick grey hot water bottle",18,10,13735,"United Kingdom",GBP
T539736,2018-12-21,21894,"Potting shed seed envelopes",12,1,15736,"United Kingdom",GBP
T539736,2018-12-21,82583,"Hot baths metal sign",14,4,15736,"United Kingdom",GBP
T539737,2018-12-21,22774,"Red drawer knob acrylic edwardian",12,NULL,14737,"United Kingdom",GBP
T539738,2018-12-21,22199,"Frying pan red retrospot",18,1,14738,"United Kingdom",GBP
T539739,2018-12-21,21558,"Skull lunch box with cutlery",15,10,15739,"United Kingdom",GBP
T539750,2018-12-21,21931,"Jumbo storage bag suki",15,35,13750,"United Kingdom",GBP
T539761,2018-12-21,84826,"Asstd design 3d paper stickers",0,NULL,17593,"United Kingdom",GBP
T539761,2018-12-22,22558,"Clothes pegs retrospot pack 24",11,48,17593,"United Kingdom",GBP
T539856,2018-12-22,22426,"Enamel wash bowl cream",10,2,16856,"United Kingdom",GBP
T539958,2018-12-23,22201,"Frying pan blue polkadot",13,9,13958,"United Kingdom",GBP
T539958,2018-12-23,22027,"Tea party birthday card",11,NULL,13958,"United Kingdom",GBP
T539982,2018-12-23,22313,"Office mug warmer pink",13,1,15311,"United Kingdom",GBP
T539990,2018-12-23,21407,"Brown check cat doorstop",14,NULL,13990,"United Kingdom",GBP
T540026,2019-01-04,22131,"Food container set 3 love heart",0,1,12026,"United Kingdom",GBP
T540026,2019-01-04,22771,"Clear drawer knob acrylic edwardian",12,10,12026,"United Kingdom",GBP
T540026,2019-01-04,85179,"Green bitty light chain ",12,1,12026,"United Kingdom",GBP
T540026,2019-01-04,84931,"Pink scottie dog w flower pattern",11,5,12026,"United Kingdom",GBP
T540028,2019-01-03,22846,"Bread bin diner style red ",27,2,14180,"United Kingdom",GBP
T540043,2019-01-04,22776,"Sweetheart 3 tier cake stand",20,1,15164,"United Kingdom",GBP
T540098,2019-01-04,22384,"Lunch bag pink polkadot",5,1,16241,"United Kingdom",GBP
T540099,2019-01-04,21314,"Small glass heart trinket pot ",12,10,15808,"United Kingdom",GBP
T540099,2019-01-04,22844,"Vintage cream dog food container ",18,NULL,15808,"United Kingdom",GBP
T540099,2019-01-04,22729,"Alarm clock bakelike orange",14,3,15808,"United Kingdom",GBP
T540113,2019-01-05,84926,"Flowers tile coaster",10,24,13126,"United Kingdom",GBP
T540120,2019-01-05,85123,"Cream hanging heart tlight holder ",12,32,17675,"United Kingdom",GBP
T540154,2019-01-05,10133,"Colouring pencils brown tube",11,NULL,12154,"United Kingdom",GBP
T540154,2019-01-05,21446,"12 red rose peg place settings",12,NULL,12154,"United Kingdom",GBP
T540154,2019-01-04,21883,"Stars gift tape",10,NULL,12154,"United Kingdom",GBP
T540154,2019-01-05,84509,"Set of 4 fairy cake placemats",0,10,12154,"United Kingdom",GBP
T540163,2019-01-05,22132,"Red love heart shape cup",11,10,13089,"United Kingdom",GBP
T540167,2019-01-05,22264,"Felt farm animal white bunny",10,10,16600,"United Kingdom",GBP
T540176,2019-01-05,20674,"Green polkadot bowl",0,10,17511,"United Kingdom",GBP
T540176,2019-01-05,21217,"Red retrospot round cake tins",19,12,17511,"United Kingdom",GBP
T540178,2019-01-05,21706,"Folding umbrella redwhite polkadot",15,4,12681,France,EUR
T540185,2019-01-05,22193,"Red diner wall clock",18,10,14653,"United Kingdom",GBP
T540187,2019-01-05,22965,"3 traditional biscuit cutters set",0,NULL,15358,"United Kingdom",GBP
T540245,2019-01-05,22300,"Coffee mug dog  ball design",12,10,13082,"United Kingdom",GBP
T540255,2019-01-05,21719,"Lovely bonbon sticker sheet",11,1,14255,"United Kingdom",GBP
T540257,2019-01-05,22767,"Triple photo frame cornice",20,10,12748,"United Kingdom",GBP
T540269,2019-01-06,22729,"Alarm clock bakelike orange",14,10,14135,"United Kingdom",GBP
T540278,2019-01-05,22174,"Photo cube",0,2,15719,"United Kingdom",GBP
T540352,2019-01-06,21846,"Pink diamante pen in gift box",11,4,13352,"United Kingdom",GBP
T540352,2019-01-05,20867,"Pink rose fabric mirror",11,3,13352,"United Kingdom",GBP
T540352,2019-01-05,22834,"Hand warmer babushka design",11,10,13352,"United Kingdom",GBP
T540352,2019-01-05,84870,"Green geisha girl",12,10,13352,"United Kingdom",GBP
T540352,2019-01-06,20622,"Vip passport cover",11,2,13352,"United Kingdom",GBP
T540356,2019-01-06,21989,"Pack of 20 skull paper napkins",11,1,12356,Portugal,EUR
T540359,2019-01-06,47518,"Icon placemat pop art elvis",10,24,18041,"United Kingdom",GBP
T540372,2019-01-06,22309,"Tea cosy red stripe",12,NULL,13081,"United Kingdom",GBP
T540373,2019-01-06,22314,"Office mug warmer chocblue",13,2,13280,"United Kingdom",GBP
T540387,2019-01-06,20972,"Pink cream felt craft trinket box",11,10,16306,"United Kingdom",GBP
T540387,2019-01-06,22524,"Childrens garden gloves blue",11,NULL,16306,"United Kingdom",GBP
T540395,2019-01-05,21485,"Retrospot heart hot water bottle",15,1,14702,"United Kingdom",GBP
T540402,2019-01-07,22395,"Paperweight vintage paisley",11,12,16567,"United Kingdom",GBP
T540402,2019-01-06,22393,"Paperweight vintage collage",11,NULL,16567,"United Kingdom",GBP
T540414,2019-01-07,22203,"Milk pan red retrospot",14,4,12481,Germany,EUR
T540418,2019-01-07,22375,"Airline bag vintage jet set brown ",14,4,14418,"United Kingdom",GBP
T540418,2019-01-07,22880,"Number tile vintage font 1",14,1,14418,"United Kingdom",GBP
T540418,2019-01-06,90130,"Turq stonecrystal earrings",13,NULL,14418,"United Kingdom",GBP
T540418,2019-01-07,20699,"Mousey long legs soft toy",12,4,14418,"United Kingdom",GBP
T540418,2019-01-07,22135,"Mini ladle love heart pink ",10,3,14418,"United Kingdom",GBP
T540418,2019-01-07,22249,"Decoration white chick magic garden",0,10,14418,"United Kingdom",GBP
T540456,2019-01-07,22780,"Light garland butterfiles pink",14,4,13534,"United Kingdom",GBP
T540458,2019-01-07,22203,"Milk pan red retrospot",14,NULL,12501,Germany,EUR
T540466,2019-01-07,79321,"Chilli lights",14,10,15649,"United Kingdom",GBP
T540468,2019-01-07,21294,"Etched glass coaster",12,2,12468,Germany,EUR
T540468,2019-01-07,21429,"Red gingham rose jewellery box",13,1,12468,Germany,EUR
T540468,2019-01-07,22182,"Cake stand victorian filigree small",14,1,12468,Germany,EUR
T540468,2019-01-07,84313,"Orange tv tray table",16,10,12468,Germany,EUR
T540472,2019-01-06,21726,"Multi hearts stickers",11,12,18179,"United Kingdom",GBP
T540473,2019-01-06,21830,"Assorted creepy crawlies",10,NULL,17284,"United Kingdom",GBP
T540477,2019-01-07,21112,"Swiss roll towel pink spots",11,24,13233,"United Kingdom",GBP
T540489,2019-01-07,22415,"White tissue ream",0,1,13593,"United Kingdom",GBP
T540502,2019-01-09,82600,"N0 singing metal sign",11,48,13183,"United Kingdom",GBP
T540502,2019-01-09,21272,"Salle de bain hook",11,12,13183,"United Kingdom",GBP
T540507,2019-01-09,22568,"Feltcraft cushion owl",13,10,12939,"United Kingdom",GBP
T540512,2019-01-09,21408,"Spotty pink duck doorstop",0,NULL,17114,"United Kingdom",GBP
T540512,2019-01-09,82581,"Toilet metal sign",0,10,17114,"United Kingdom",GBP
T540529,2019-01-08,21930,"Jumbo storage bag skulls",12,20,16748,"United Kingdom",GBP
T540533,2019-01-09,20713,"Jumbo bag owls",6,3,15005,"United Kingdom",GBP
T540551,2019-01-10,21879,"Hearts gift tape",10,10,14551,"United Kingdom",GBP
T540551,2019-01-10,90059,"Diamante hair grip pack2 crystal",11,NULL,14551,"United Kingdom",GBP
T540551,2019-01-10,85103,"Silver tlight setting",16,9,14551,"United Kingdom",GBP
T540639,2019-01-10,85178,"Victorian sewing kit",0,24,13107,"United Kingdom",GBP
T540681,2019-01-10,85173,"Set6 frog prince tlight candles",0,1,15681,"United Kingdom",GBP
T540681,2019-01-09,22937,"Baking mould chocolate cupcakes",15,10,15681,"United Kingdom",GBP
T540681,2019-01-10,84509,"Set of 4 fairy cake placemats",13,2,15681,"United Kingdom",GBP
T540691,2019-01-11,21670,"Blue spot ceramic drawer knob",11,12,17450,"United Kingdom",GBP
T540703,2019-01-11,22417,"Pack of 60 spaceboy cake cases",10,120,14135,"United Kingdom",GBP
T540809,2019-01-11,21899,"Garage key fob ",10,24,18095,"United Kingdom",GBP
T540816,2019-01-10,22613,"Pack of 20 spaceboy napkins",11,2,15518,"United Kingdom",GBP
T540816,2019-01-11,79066,"Retro mod tray",11,4,15518,"United Kingdom",GBP
T540821,2019-01-11,21617,"4 lily botanical dinner candles",12,2,16821,"United Kingdom",GBP
T540821,2019-01-11,22366,"Doormat airmail",25,NULL,16821,"United Kingdom",GBP
T540821,2019-01-11,22815,"Card psychedelic apples",11,1,16821,"United Kingdom",GBP
T540821,2019-01-11,22501,"Picnic basket wicker large ",32,1,16821,"United Kingdom",GBP
T540821,2019-01-11,47563,"Retro longboard ironing board cover",13,2,16821,"United Kingdom",GBP
T540824,2019-01-11,79190,"Retro plastic polka tray",11,NULL,12728,France,EUR
T540827,2019-01-11,85184,"Set 4 valentine decoupage heart box ",13,2,17569,"United Kingdom",GBP
T540832,2019-01-11,21211,"Set of 72 skull paper doilies",12,1,13832,"United Kingdom",GBP
T540832,2019-01-11,20724,"Red retrospot charlotte bag",10,1,13832,"United Kingdom",GBP
T540848,2019-01-12,21116,"Owl doorstop",18,NULL,17848,"United Kingdom",GBP
T540848,2019-01-12,21873,"If you cant stand the heat mug ",0,2,17848,"United Kingdom",GBP
T540848,2019-01-12,22074,"6 ribbons shimmering pinks",11,10,17848,"United Kingdom",GBP
T540855,2019-01-11,79321,"Chilli lights",14,NULL,16353,"United Kingdom",GBP
T540859,2019-01-12,22970,"London bus coffee mug",12,6,17965,"United Kingdom",GBP
T540953,2019-01-12,21982,"Pack of 12 suki tissues",10,NULL,14587,"United Kingdom",GBP
T540955,2019-01-12,71053,"White moroccan metal lantern",14,2,14715,"United Kingdom",GBP
T540957,2019-01-11,20677,"Pink polkadot bowl",11,5,15311,"United Kingdom",GBP
T540957,2019-01-12,82001,"Silver record cover frame",13,24,15311,"United Kingdom",GBP
T540957,2019-01-12,22571,"Rocking horse red christmas",11,NULL,15311,"United Kingdom",GBP
T540973,2019-01-12,22968,"Rose cottage keepsake box ",20,10,14973,"United Kingdom",GBP
T540977,2019-01-12,20727,"Lunch bag black skull ",7,10,14977,"United Kingdom",GBP
T540977,2019-01-12,22210,"Wood stamp set best wishes",11,1,14977,"United Kingdom",GBP
T540977,2019-01-11,22381,"Toy tidy pink polkadot",14,10,14977,"United Kingdom",GBP
T540977,2019-01-12,22453,"Measuring tape babushka blue",11,10,14977,"United Kingdom",GBP
T540977,2019-01-12,82581,"Toilet metal sign",11,10,14977,"United Kingdom",GBP
T540979,2019-01-12,20914,"Set5 red retrospot lid glass bowls",13,4,15727,"United Kingdom",GBP
T540979,2019-01-12,84030,"English rose hot water bottle",0,1,15727,"United Kingdom",GBP
T540990,2019-01-12,22720,"Set of 3 cake tins pantry design",15,3,17048,"United Kingdom",GBP
T540995,2019-01-13,21628,"Triangular pouffe vintage",40,1,16995,"United Kingdom",GBP
T540995,2019-01-12,21222,"Set4 badges beetles",11,5,16995,"United Kingdom",GBP
T540995,2019-01-12,22575,"Metal merry christmas wreath",14,1,16995,"United Kingdom",GBP
T540995,2019-01-13,85035,"Chocolate 3 wick morris box candle",13,3,16995,"United Kingdom",GBP
T540997,2019-01-12,84692,"Box of 24 cocktail parasols",10,2,17368,"United Kingdom",GBP
T541006,2019-01-13,48138,"Doormat union flag",18,2,13993,"United Kingdom",GBP
T541008,2019-01-13,20803,"Small pink glass sundae dish",10,NULL,17848,"United Kingdom",GBP
T541012,2019-01-13,20971,"Pink blue felt craft trinket box ",11,6,17019,"United Kingdom",GBP
T541038,2019-01-12,22215,"Cake stand white two tier lace ",18,1,16395,"United Kingdom",GBP
T541103,2019-01-13,20754,"Retrospot red washing up gloves",12,10,14215,"United Kingdom",GBP
T541103,2019-01-13,22703,"Pink cat bowl",12,6,14215,"United Kingdom",GBP
T541104,2019-01-13,90161,"Ant copper red boudicca bracelet",15,1,15104,"United Kingdom",GBP
T541112,2019-01-13,22525,"Childrens garden gloves pink",11,10,18085,"United Kingdom",GBP
T541115,2019-01-13,22328,"Round snack boxes set of 4 fruits ",13,6,12578,Italy,EUR
T541115,2019-01-13,21936,"Red retrospot picnic bag",13,5,12578,Italy,EUR
T541115,2019-01-13,22518,"Childs garden brush blue",12,6,12578,Italy,EUR
T541138,2019-01-14,22646,"Ceramic strawberry cake money bank",11,12,12553,France,EUR
T541204,2019-01-14,22413,"Metal sign take it or leave it ",13,6,14175,"United Kingdom",GBP
T541219,2019-01-13,21731,"Red toadstool led night light",13,1,13219,"United Kingdom",GBP
T541219,2019-01-14,22135,"Mini ladle love heart pink",10,10,13219,"United Kingdom",GBP
T541219,2019-01-14,90116,"Fruit salad bag charm",12,1,13219,"United Kingdom",GBP
T541220,2019-01-13,22551,"Plasters in tin spaceboy",11,NULL,14156,Ireland,EUR
T541221,2019-01-14,20675,"Blue polkadot bowl",11,6,12221,"United Kingdom",GBP
T541239,2019-01-16,22197,"Popcorn holder",10,10,16401,"United Kingdom",GBP
T541240,2019-01-16,22417,"Pack of 60 spaceboy cake cases",10,NULL,16206,"United Kingdom",GBP
T541241,2019-01-16,22804,"Pink hanging heart tlight holder",13,2,13782,"United Kingdom",GBP
T541253,2019-01-16,85099,"Jumbo bag baroque black white",6,NULL,17841,"United Kingdom",GBP
T541269,2019-01-17,22554,"Plasters in tin woodland animals",11,NULL,12626,Germany,EUR
T541370,2019-01-17,22386,"Jumbo bag pink polkadot",6,10,18179,"United Kingdom",GBP
T541406,2019-01-17,22229,"Bunny wooden painted with flower",11,3,14657,"United Kingdom",GBP
T541413,2019-01-16,21472,"Ladybird  bee raffia food cover",0,10,13859,"United Kingdom",GBP
T541417,2019-01-17,84992,"72 sweetheart fairy cake cases",0,4,16033,"United Kingdom",GBP
T541421,2019-01-17,84931,"Blue scottie dog w flower pattern ",11,NULL,14421,"United Kingdom",GBP
T541421,2019-01-17,84931,"Pink scottie dog w flower pattern",11,NULL,14421,"United Kingdom",GBP
T541421,2019-01-17,20830,"Silver photo frame",0,15,14421,"United Kingdom",GBP
T541421,2019-01-17,72051,"Bag of silver stones ",11,NULL,14421,"United Kingdom",GBP
T541422,2019-01-16,90214,"Letter b bling key ring",11,1,12422,Australia,AUD
T541423,2019-01-16,22211,"Wood stamp set flowers",11,4,13423,"United Kingdom",GBP
T541423,2019-01-17,22028,"Penny farthing birthday card",0,NULL,13423,"United Kingdom",GBP
T541423,2019-01-17,85131,"Beaded crystal heart blue on stick",11,NULL,13423,"United Kingdom",GBP
T541424,2019-01-17,84946,"Antique silver tlight glass",12,13,15424,"United Kingdom",GBP
T541485,2019-01-17,84978,"Hanging heart jar tlight holder",11,1,18118,"United Kingdom",GBP
T541489,2019-01-18,22491,"Pack of 12 coloured pencils",11,10,15023,"United Kingdom",GBP
T541493,2019-01-18,22834,"Hand warmer babushka design",15,1,13493,Switzerland,CHF
T541497,2019-01-18,22029,"Spaceboy birthday card",11,2,17497,"United Kingdom",GBP
T541497,2019-01-18,84951,"Set of 4 pistachio lovebird coaster",11,2,17497,"United Kingdom",GBP
T541508,2019-01-18,85099,"Jumbo bag red retrospot",7,NULL,13508,"United Kingdom",GBP
T541516,2019-01-18,21043,"Apron modern vintage cotton",14,NULL,12516,Germany,EUR
T541516,2019-01-18,47591,"Scotties childrens apron",11,1,12516,Germany,EUR
T541516,2019-01-17,22248,"Decoration pink chick magic garden",11,5,12516,Germany,EUR
T541518,2019-01-19,21428,"Set3 book box green gingham flower ",14,16,12451,Switzerland,CHF
T541518,2019-01-19,82613,"Metal sign cupcake single hook",10,10,12451,Switzerland,CHF
T541520,2019-01-19,22379,"Recycling bag retrospot",12,5,12422,Australia,AUD
T541523,2019-01-19,22495,"Set of 2 round tins camembert",0,1,17708,"United Kingdom",GBP
T541530,2019-01-19,84818,"Danish rose photo frame",11,24,14769,"United Kingdom",GBP
T541530,2019-01-18,21559,"Strawberry lunch box with cutlery",12,6,14769,"United Kingdom",GBP
T541567,2019-01-19,21137,"Black record cover frame",14,4,12681,France,EUR
T541569,2019-01-18,21731,"Red toadstool led night light",11,24,13520,Switzerland,CHF
